,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/P90,Ast/P90,G+A/P90,G-PK/P90,G+A-PK/P90,xG,npxG,xA,npxG+xA,xG/P90,xA/P90,xG+xA/P90,npxG/P90,npxG+xA/P90
319,M'Bala Nzola,ao ANG,FW,26-013,3,3,270.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.67,0.0,0.67,0.33,0.33,1.1,0.3,0.0,0.3,0.37,0.0,0.37,0.11,0.11
320,Arkadiusz Reca,pl POL,DF,27-075,3,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.08,0.11,0.03,0.11
321,Emmanuel Gyasi,gh GHA,DF,28-232,3,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.03,0.05,0.03,0.05
322,Simone Bastoni,it ITA,MF,25-299,3,3,245.0,2.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.37,0.73,0.37,0.73,0.1,0.1,0.6,0.7,0.05,0.22,0.27,0.05,0.27
323,Mehdi Bourabia,ma MAR,MF,31-024,3,3,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.03,0.01,0.03
324,Kevin Agudelo,co COL,"MF,FW",23-290,3,3,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05
325,Mattia Caldara,it ITA,DF,28-118,3,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.1
326,Dávid Strelec,sk SVK,FW,21-149,3,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.52,0.0,0.52,0.52,0.52
327,Daniele Verde,it ITA,"FW,MF",26-072,2,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07
328,Jacopo Sala,it ITA,MF,30-269,3,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Petko Hristov,bg BUL,DF,23-183,2,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.11,0.11,0.11
330,Albin Ekdal,se SWE,MF,33-034,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Viktor Kovalenko,ua UKR,MF,26-198,2,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Emil Holm,se SWE,DF,22-110,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Mikael Ellertsson,is ISL,MF,20-173,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Julius Beck,dk DEN,MF,17-126,0,0,,,,,,,,,,,,,,,,,,,,,,,
335,Nicolò Bertola,it ITA,DF,19-161,0,0,,,,,,,,,,,,,,,,,,,,,,,
336,Elio Capradossi,it ITA,DF,26-173,0,0,,,,,,,,,,,,,,,,,,,,,,,
337,Emil Kornvig,dk DEN,MF,22-125,0,0,,,,,,,,,,,,,,,,,,,,,,,
338,Daniel Maldini,it ITA,MF,20-324,0,0,,,,,,,,,,,,,,,,,,,,,,,
339,Suf Podgoreanu,il ISR,FW,20-223,0,0,,,,,,,,,,,,,,,,,,,,,,,
340,Leandro Sanca,pt POR,FW,22-239,0,0,,,,,,,,,,,,,,,,,,,,,,,
341,Jeroen Zoet,nl NED,GK,31-237,0,0,,,,,,,,,,,,,,,,,,,,,,,
342,Petar Zovko,ba BIH,GK,20-159,0,0,,,,,,,,,,,,,,,,,,,,,,,
343,Ardian Ismajli,al ALB,DF,25-335,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03
344,Răzvan Marin,ro ROU,MF,26-100,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07
345,Fabiano Parisi,it ITA,DF,21-295,3,3,270.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.1,0.1,0.4,0.5,0.02,0.14,0.17,0.02,0.17
346,Guglielmo Vicario,it ITA,GK,25-328,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,Petar Stojanović,si SVN,DF,26-328,3,3,244.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.02,0.03,0.05,0.02,0.05
348,Liam Henderson,sct SCO,MF,26-128,3,3,210.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.05,0.22,0.27,0.05,0.27
349,Sam Lammers,nl NED,FW,25-123,3,3,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,1.0,0.32,0.1,0.42,0.32,0.42
350,Filippo Bandinelli,it ITA,MF,27-155,3,3,204.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.21,0.21,0.0,0.21
351,Nedim Bajrami,al ALB,"MF,FW",23-184,3,2,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.07,0.06,0.13,0.07,0.13
352,Sebastiano Luperto,it ITA,DF,25-359,2,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.04,0.0,0.04
353,Mattia Destro,it ITA,FW,31-164,3,2,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.59,0.02,0.61,0.59,0.61
354,Martin Satriano,it ITA,FW,21-192,3,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
355,Koni De Winter,be BEL,DF,20-080,2,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Tommaso Baldanzi,it ITA,MF,19-161,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.08,0.04,0.12,0.08,0.12
357,Nicolò Cambiaghi,it ITA,"MF,FW",21-246,2,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
358,Nicolas Haas,ch SUI,MF,26-220,2,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Tyronne Ebuehi,ng NGA,DF,26-258,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Alberto Grassi,it ITA,MF,27-177,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Jacopo Fazzini,it ITA,MF,19-168,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Liberato Cacace,nz NZL,"DF,MF",21-338,0,0,,,,,,,,,,,,,,,,,,,,,,,
363,Giovanni Crociata,it ITA,MF,25-020,0,0,,,,,,,,,,,,,,,,,,,,,,,
364,Duccio Degli Innocenti,it ITA,MF,19-125,0,0,,,,,,,,,,,,,,,,,,,,,,,
365,Emmanuel Ekong,se SWE,FW,20-067,0,0,,,,,,,,,,,,,,,,,,,,,,,
366,Gabriele Guarino,it ITA,DF,18-139,0,0,,,,,,,,,,,,,,,,,,,,,,,
367,Gabriele Indragoli,it ITA,DF,18-192,0,0,,,,,,,,,,,,,,,,,,,,,,,
368,Gian Marco Fantoni,it ITA,GK,18-219,0,0,,,,,,,,,,,,,,,,,,,,,,,
369,Davide Merola,it ITA,FW,22-157,0,0,,,,,,,,,,,,,,,,,,,,,,,
370,Samuele Perisan,it ITA,GK,25-010,0,0,,,,,,,,,,,,,,,,,,,,,,,
371,Leo Štulac,si SVN,MF,27-339,0,0,,,,,,,,,,,,,,,,,,,,,,,
372,Federico Baschirotto,it ITA,DF,25-345,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
373,Wladimiro Falcone,it ITA,GK,27-141,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Antonino Gallo,it ITA,DF,22-238,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.1
375,Valentin Gendrey,fr FRA,DF,22-071,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.08,0.08,0.0,0.08
376,Morten Hjulmand,dk DEN,MF,23-067,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,0.04,0.02,0.04
377,Gabriel Strefezza,br BRA,"FW,MF",25-135,3,3,247.0,2.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.3,0.3,0.2,0.5,0.11,0.07,0.18,0.11,0.18
378,Joan Gonzàlez,es ESP,"MF,FW",20-211,3,3,230.0,2.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.07,0.07,0.14,0.07,0.14
379,Assan Ceesay,gm GAM,FW,28-167,3,3,219.0,2.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,0.4,0.4,0.0,0.4,0.17,0.0,0.17,0.17,0.17
380,Kristijan Bistrović,hr CRO,MF,24-144,3,3,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07
381,Federico Di Francesco,it ITA,FW,28-078,3,2,140.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64,0.1,0.1,0.3,0.4,0.06,0.19,0.25,0.06,0.25
382,Alexis Blin,fr FRA,DF,25-349,3,1,172.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
383,Lameck Banda,zm ZAM,"FW,MF",21-214,3,1,135.0,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.67,0.67,0.0,0.67,0.3,0.3,0.1,0.4,0.2,0.07,0.27,0.2,0.27
384,Marin Pongračić,hr CRO,DF,24-354,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Yıldırım Mert Çetin,tr TUR,DF,25-242,1,1,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Kristoffer Askildsen,no NOR,MF,21-234,2,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.16,0.0,0.16,0.16,0.16
387,Lorenzo Colombo,it ITA,FW,20-176,3,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
388,Þórir Jóhann Helgason,is ISL,MF,21-337,2,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
389,Marcin Listkowski,pl POL,"FW,MF",24-202,3,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.21,0.0,0.21,0.21,0.21
390,Medon Berisha,xk KVX,FW,18-314,0,0,,,,,,,,,,,,,,,,,,,,,,,
391,Marco Bleve,it ITA,GK,26-317,0,0,,,,,,,,,,,,,,,,,,,,,,,
392,Federico Brancolini,it ITA,GK,21-048,0,0,,,,,,,,,,,,,,,,,,,,,,,
393,Mattia Ciucci,it ITA,DF,19-293,0,0,,,,,,,,,,,,,,,,,,,,,,,
394,Francesco Di Mariano,it ITA,"FW,MF",26-133,0,0,,,,,,,,,,,,,,,,,,,,,,,
395,Gianluca Frabotta,it ITA,DF,23-068,0,0,,,,,,,,,,,,,,,,,,,,,,,
396,Mats Lemmens,be BEL,DF,20-174,0,0,,,,,,,,,,,,,,,,,,,,,,,
397,Giuseppe Pezzella,it ITA,"DF,MF",24-275,0,0,,,,,,,,,,,,,,,,,,,,,,,
398,Pablo Rodríguez,es ESP,FW,21-027,0,0,,,,,,,,,,,,,,,,,,,,,,,
399,Jasper Samooja,fi FIN,GK,19-041,0,0,,,,,,,,,,,,,,,,,,,,,,,
400,Alessandro Tuia,it ITA,DF,32-084,0,0,,,,,,,,,,,,,,,,,,,,,,,
401,Samuel Umtiti,fr FRA,DF,28-290,0,0,,,,,,,,,,,,,,,,,,,,,,,
402,Joel Voelkerling Persson,se SWE,FW,19-228,0,0,,,,,,,,,,,,,,,,,,,,,,,
403,Marko Arnautović,at AUT,FW,33-134,3,3,270.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.67,0.0,0.67,0.33,0.33,1.6,0.8,0.4,1.2,0.54,0.13,0.67,0.28,0.4
404,Łukasz Skorupski,pl POL,GK,31-118,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Andrea Cambiaso,it ITA,DF,22-192,3,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.03,0.15,0.17,0.03,0.17
406,Jerdy Schouten,nl NED,MF,25-231,3,3,263.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
407,Gary Medel,cl CHI,DF,35-028,3,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Nicolás Domínguez,ar ARG,MF,24-064,3,3,221.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.04,0.09,0.05,0.09
409,Lorenzo De Silvestri,it ITA,DF,34-100,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,0.18,0.09,0.27,0.18,0.27
410,Denso Kasius,nl NED,DF,19-329,3,2,179.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.1,0.1,0.5,0.6,0.05,0.24,0.29,0.05,0.29
411,Roberto Soriano,it ITA,MF,31-204,3,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.04,0.06,0.01,0.06
412,Adama Soumaoro,fr FRA,DF,30-074,2,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.21,0.0,0.21,0.21,0.21
413,Kevin Bonifazi,it ITA,DF,26-104,3,1,152.0,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Emanuel Vignato,it ITA,MF,22-007,3,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
415,Charalambos Lykogiannis,gr GRE,DF,28-313,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1
416,Jhon Lucumí,co COL,DF,24-066,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Musa Barrow,gm GAM,"FW,MF",23-290,2,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.17,0.07,0.24,0.17,0.24
418,Riccardo Orsolini,it ITA,FW,25-219,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.14,0.1,0.14
419,Nicola Sansone,it ITA,FW,30-355,2,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.24,0.0,0.24,0.24,0.24
420,Michel Aebischer,ch SUI,MF,25-237,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
421,Lewis Ferguson,sct SCO,MF,23-007,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Wisdom Amey,it ITA,DF,17-020,0,0,,,,,,,,,,,,,,,,,,,,,,,
423,Matteo Angeli,it ITA,DF,19-244,0,0,,,,,,,,,,,,,,,,,,,,,,,
424,Nicola Bagnolini,it ITA,GK,18-170,0,0,,,,,,,,,,,,,,,,,,,,,,,
425,Francesco Bardi,it ITA,GK,30-225,0,0,,,,,,,,,,,,,,,,,,,,,,,
426,Ibrahima Mbaye,sn SEN,"DF,MF",27-285,0,0,,,,,,,,,,,,,,,,,,,,,,,
427,Mattia Motolese,it ITA,DF,18-140,0,0,,,,,,,,,,,,,,,,,,,,,,,
428,Antonio Raimondo,it ITA,FW,18-166,0,0,,,,,,,,,,,,,,,,,,,,,,,
429,Joaquin Sosa,uy URU,DF,20-233,0,0,,,,,,,,,,,,,,,,,,,,,,,
430,Kacper Urbanski,pl POL,MF,17-358,0,0,,,,,,,,,,,,,,,,,,,,,,,
431,Koray Günter,de GER,DF,28-015,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05
432,Ivan Ilić,rs SRB,MF,21-167,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.05,0.12,0.17,0.05,0.17
433,Darko Lazović,rs SRB,DF,31-350,3,3,270.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.1,0.1,0.7,0.9,0.05,0.24,0.29,0.05,0.29
434,Lorenzo Montipò,it ITA,GK,26-192,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
