,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/P90,Ast/P90,G+A/P90,G-PK/P90,G+A-PK/P90,xG,npxG,xA,npxG+xA,xG/P90,xA/P90,xG+xA/P90,npxG/P90,npxG+xA/P90
435,Adrien Tameze,cm CMR,MF,28-208,3,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.18,0.04,0.22,0.18,0.22
436,Kevin Lasagna,it ITA,FW,30-021,3,3,251.0,2.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,1.4,1.4,0.0,1.5,0.51,0.01,0.52,0.51,0.52
437,Thomas Henry,fr FRA,FW,27-345,3,3,230.0,2.6,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.78,0.0,0.78,0.78,0.78,0.9,0.9,0.2,1.0,0.34,0.06,0.4,0.34,0.4
438,Martin Hongla,cm CMR,MF,24-168,3,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.03,0.16,0.19,0.03,0.19
439,Diego Coppola,it ITA,DF,18-246,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06
440,Davide Faraoni,it ITA,DF,30-310,2,2,141.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64,0.1,0.1,0.2,0.3,0.03,0.15,0.18,0.03,0.18
441,Filippo Terracciano,it ITA,DF,19-204,2,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1
442,Panagiotis Retsos,gr GRE,DF,24-022,2,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.02,0.07,0.05,0.07
443,Paweł Dawidowicz,pl POL,DF,27-103,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Federico Ceccherini,it ITA,DF,30-112,1,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
445,Miguel Veloso,pt POR,MF,36-112,2,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
446,Bruno Amione,ar ARG,DF,20-240,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Roberto Piccoli,it ITA,FW,21-216,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,Milan Đurić,ba BIH,FW,32-101,3,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Isak Hien,se SWE,DF,23-230,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,Antonín Barák,cz CZE,MF,27-271,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Alessandro Cortinovis,it ITA,MF,21-218,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Josh Doig,sct SCO,DF,20-105,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.43,0.61,0.19,0.61
453,Alessandro Berardi,it ITA,GK,31-227,0,0,,,,,,,,,,,,,,,,,,,,,,,
454,Juan Cabal,co COL,DF,21-235,0,0,,,,,,,,,,,,,,,,,,,,,,,
455,Mattia Chiesa,it ITA,GK,22-046,0,0,,,,,,,,,,,,,,,,,,,,,,,
456,Yayah Kallon,sl SLE,FW,21-062,0,0,,,,,,,,,,,,,,,,,,,,,,,
457,Giangiacomo Magnani,it ITA,DF,26-331,0,0,,,,,,,,,,,,,,,,,,,,,,,
458,Simone Perilli,it ITA,GK,27-236,0,0,,,,,,,,,,,,,,,,,,,,,,,
459,Mateusz Praszelik,pl POL,MF,21-339,0,0,,,,,,,,,,,,,,,,,,,,,,,
460,Ibrahim Sulemana,gh GHA,MF,19-101,0,0,,,,,,,,,,,,,,,,,,,,,,,
461,Emil Audero,it ITA,GK,25-225,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Omar Colley,gm GAM,DF,29-311,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
463,Alex Ferrari,it ITA,DF,28-061,3,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.02,0.04,0.02,0.04
464,Abdelhamid Sabiri,de GER,MF,25-276,3,3,259.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.4,0.2,0.28,0.47,0.2,0.47
465,Tommaso Augello,it ITA,DF,28-001,3,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03
466,Tomás Rincón,ve VEN,MF,34-230,3,3,246.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.02,0.06,0.08,0.02,0.08
467,Mehdi Léris,fr FRA,MF,24-100,3,3,226.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,0.58,0.01,0.59,0.58,0.59
468,Francesco Caputo,it ITA,FW,35-025,3,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,0.17,0.08,0.25,0.17,0.25
469,Filip Đuričić,rs SRB,MF,30-213,3,3,189.0,2.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.03,0.09,0.05,0.09
470,Ronaldo Vieira,gw GNB,MF,24-043,3,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
471,Bartosz Bereszyński,pl POL,DF,30-050,2,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Fabio Depaoli,it ITA,"DF,MF",25-129,3,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.06,0.16,0.22,0.06,0.22
473,Gonzalo Villar,es ESP,MF,24-161,2,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Valerio Verre,it ITA,MF,28-232,3,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.07,0.26,0.33,0.07,0.33
475,Fabio Quagliarella,it ITA,FW,39-212,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.91,0.0,0.91,0.91,0.91
476,Manuel De Luca,it ITA,FW,24-045,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Manolo Gabbiadini,it ITA,"FW,MF",30-278,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.68,0.68,0.0,0.68
478,Nicola Murru,it ITA,DF,27-258,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Gerard Yepes,es ESP,FW,20-006,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Jeison Murillo,co COL,DF,30-096,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Nikita Contini Baranovsky,it ITA,GK,26-102,0,0,,,,,,,,,,,,,,,,,,,,,,,
482,Maxime Leverbe,fr FRA,DF,25-197,0,0,,,,,,,,,,,,,,,,,,,,,,,
483,Lorenzo Malagrida,it ITA,MF,18-311,0,0,,,,,,,,,,,,,,,,,,,,,,,
484,Nicola Ravaglia,it ITA,GK,33-262,0,0,,,,,,,,,,,,,,,,,,,,,,,
485,Telasco Segovia,ve VEN,MF,19-151,0,0,,,,,,,,,,,,,,,,,,,,,,,
486,Ionuț Radu,ro ROU,GK,25-095,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04
487,David Okereke,ng NGA,"FW,MF",25-002,4,4,343.0,3.8,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.52,0.0,0.52,0.52,0.52,0.2,0.2,0.4,0.6,0.04,0.11,0.15,0.04,0.15
488,Cyriel Dessers,ng NGA,FW,27-266,4,4,336.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.4,1.6,0.32,0.1,0.42,0.32,0.42
489,Charles Pickel,ch SUI,MF,25-108,4,4,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.09,0.01,0.09,0.09,0.09
490,Matteo Bianchetti,it ITA,DF,29-167,4,3,305.0,3.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.3,0.3,0.4,0.4,0.0,0.4,0.12,0.0,0.12,0.12,0.12
491,Luca Zanimacchia,it ITA,MF,24-043,4,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.16,0.07,0.23,0.16,0.23
492,Emanuel Aiwum,at AUT,DF,21-249,4,3,228.0,2.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.07,0.04,0.11,0.07,0.11
493,Paolo Ghiglione,it ITA,DF,25-210,3,3,226.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.1,0.1,0.01,0.05,0.05,0.01,0.05
494,Gonzalo Escalante,ar ARG,MF,29-157,3,3,217.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41,0.41,0.0,0.41,0.1,0.1,0.1,0.3,0.05,0.05,0.11,0.05,0.11
495,Emanuele Valeri,it ITA,DF,23-267,3,2,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.05,0.1,0.05,0.1
496,Johan Vásquez,mx MEX,DF,23-313,3,2,204.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
497,Santiago Ascacíbar,ar ARG,MF,25-187,4,2,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04
498,Luka Lochoshvili,ge GEO,DF,24-094,2,2,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Vlad Chiricheș,ro ROU,DF,32-290,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Giacomo Quagliata,it ITA,DF,22-193,3,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05
501,Jaime Báez,uy URU,DF,27-128,2,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.09,0.15,0.24,0.09,0.24
502,Leonardo Sernicola,it ITA,DF,25-032,2,1,74.0,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.22,0.0,1.22,1.22,1.22,0.1,0.1,0.0,0.1,0.08,0.0,0.08,0.08,0.08
503,Cristian Buonaiuto,it ITA,MF,29-245,3,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.19,0.16,0.34,0.19,0.34
504,Samuel Di Carmine,it ITA,"FW,MF",33-336,2,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.18,0.0,0.18,0.18,0.18
505,Frank Tsadjout,it ITA,FW,23-034,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Daniel Ciofani,it ITA,FW,37-031,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2
507,Michele Castagnetti,it ITA,MF,32-247,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Christian Acella,it ITA,MF,20-055,0,0,,,,,,,,,,,,,,,,,,,,,,,
509,Tommaso Milanese,it ITA,MF,20-031,0,0,,,,,,,,,,,,,,,,,,,,,,,
510,Maissa Ndiaye,sn SEN,DF,20-215,0,0,,,,,,,,,,,,,,,,,,,,,,,
511,Luca Ravanelli,it ITA,DF,25-227,0,0,,,,,,,,,,,,,,,,,,,,,,,
512,Gianluca Saro,it ITA,GK,22-067,0,0,,,,,,,,,,,,,,,,,,,,,,,
513,Mouhamadou Sarr,sn SEN,GK,25-238,0,0,,,,,,,,,,,,,,,,,,,,,,,
514,Michele Di Gregorio,it ITA,GK,25-035,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Samuele Birindelli,it ITA,DF,23-043,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,0.15,0.08,0.23,0.15,0.23
516,Gianluca Caprari,it ITA,"FW,MF",29-032,4,4,304.0,3.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,0.5,0.5,0.3,0.9,0.15,0.1,0.25,0.15,0.25
517,Andrea Petagna,it ITA,FW,27-062,4,4,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.07,0.12,0.2,0.07,0.2
518,Marlon,br BRA,DF,26-358,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
519,Stefano Sensi,it ITA,MF,27-026,4,3,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.02,0.15,0.17,0.02,0.17
520,Carlos,br BRA,DF,23-236,3,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.02,0.07,0.05,0.07
521,Andrea Barberis,it ITA,MF,28-263,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.07,0.11,0.04,0.11
522,Luca Caldirola,it ITA,DF,31-211,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.08,0.01,0.09,0.08,0.09
523,Mattia Valoti,it ITA,MF,28-359,3,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.04,0.0,0.04
524,Marco D'Alessandro,it ITA,DF,31-195,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.12,0.0,0.12,0.12,0.12
525,Luca Marrone,it ITA,DF,32-156,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07
526,Filippo Ranocchia,it ITA,MF,21-109,2,2,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.12,0.01,0.14,0.12,0.14
527,Salvatore Molina,it ITA,DF,30-242,3,1,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.11,0.12,0.01,0.12
528,Andrea Carboni,it ITA,DF,21-208,2,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Pepín,gq EQG,MF,26-017,2,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.08,0.05,0.13,0.08,0.13
530,Andrea Colpani,it ITA,"MF,DF",23-112,3,1,97.0,1.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.93,0.0,0.93,0.93,0.93,0.3,0.3,0.3,0.7,0.3,0.32,0.62,0.3,0.62
531,Matteo Pessina,it ITA,MF,25-132,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.08,0.02,0.1,0.08,0.1
532,Pablo Marí,es ESP,DF,29-000,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
533,Andrea Ranocchia,it ITA,DF,34-196,1,1,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Patrick Ciurria,it ITA,"MF,FW",27-203,3,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.19,0.04,0.23,0.19,0.23
535,Dany Mota,pt POR,"FW,MF",24-121,2,0,55.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.64,0.0,1.64,1.64,1.64,1.0,1.0,0.2,1.2,1.62,0.4,2.02,1.62,2.02
536,Valentin Antov,bg BUL,DF,21-295,2,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Christian Gytkjær,dk DEN,FW,32-117,3,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Warren Bondo,fr FRA,MF,18-350,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Alessio Cragno,it ITA,GK,28-064,0,0,,,,,,,,,,,,,,,,,,,,,,,
540,Alessandro Sorrentino,it ITA,GK,20-150,0,0,,,,,,,,,,,,,,,,,,,,,,,
541,Samuele Vignato,it ITA,MF,18-188,0,0,,,,,,,,,,,,,,,,,,,,,,,
